id,lokalitet,hovedlokalitet,kommune,fylke,lat,lon,count,observers,radius,geometry,public,mine,super
2087017,Fasterna k:a,"Skedviken med omgivning, Fasterna",Norrtälje,,59.770434,18.240642,0,0,275,,1,0,0
2087018,Erlandsholm,"Skedviken med omgivning, Fasterna",Norrtälje,,59.758687,18.287723,0,0,213,,1,0,0
2087019,Rånäs slott,"Skedviken med omgivning, Fasterna",Norrtälje,,59.791630,18.295502,0,0,389,,1,0,0
2087020,Svärlingeholmen,"Skedviken med omgivning, Fasterna",Norrtälje,,59.776472,18.303093,0,0,125,,1,0,0
2087021,Råby,Fasterna,Norrtälje,,59.794333,18.327204,0,0,313,,1,0,0
2087022,"Fasterna/Rimbo, med Metsjön",,Norrtälje,,59.733441,18.266496,0,0,5942,,1,0,1
2087023,Adamsberg,Rimbo,Norrtälje,,59.734206,18.360900,0,0,158,,1,0,0
2087024,Asplund,Rimbo,Norrtälje,,59.733979,18.372497,0,0,329,,1,0,0
2087025,Ekebyholm,"Syningen, Rimbo",Norrtälje,,59.767390,18.356166,0,0,440,,1,0,0
2087027,Norra Järsö,Erken,Norrtälje,,59.855777,18.649672,0,0,366,,1,0,0
2087028,Estuna k:a,Estuna,Norrtälje,,59.818065,18.652098,0,0,311,,1,0,0
2087029,Estuna,,Norrtälje,,59.817189,18.649537,0,0,5356,,1,0,1
2087030,Södergarn,Erken,Norrtälje,,59.847647,18.543383,0,0,411,,1,0,0
2087031,Koludden,Erken,Norrtälje,,59.859751,18.548755,0,0,260,,1,0,0
2087032,Hammaren,Erken,Norrtälje,,59.850860,18.530061,0,0,411,,1,0,0
2087033,Vämlinge,Erken,Norrtälje,,59.819108,18.605565,0,0,486,,1,0,0
2087034,Långviken,Erken,Norrtälje,,59.846456,18.478229,0,0,257,,1,0,0
2087035,St. Vitstensholmen,Erken,Norrtälje,,59.852827,18.593581,0,0,136,,1,0,0
2087036,L. Vitstensholmen,Erken,Norrtälje,,59.850399,18.592899,0,0,135,,1,0,0
2087038,Almunge,,Uppsala,,59.875241,18.046705,0,0,5312,,1,0,1
2087039,"Länna, Almunge",,Uppsala,,59.872947,17.956918,0,0,3921,,1,0,1
2087040,Film,,Östhammar,,60.230188,17.895024,0,0,5094,,1,0,1
2087041,Bryttbyn,Film,Östhammar,,60.229925,17.860475,0,0,276,,1,0,0
2087042,Elsarbo,Film,Östhammar,,60.234777,17.855130,0,0,344,,1,0,0
2087043,Haglösa,Film,Östhammar,,60.221498,17.860924,0,0,159,,1,0,0
2087044,Söderskogen,Film,Östhammar,,60.216648,17.842949,0,0,372,,1,0,0
2087054,Lagga,,Knivsta,,59.797365,17.837694,0,0,4478,,1,0,1
2087055,Balingsta,,Uppsala,,59.758488,17.434826,0,0,3408,,1,0,1
2087056,Kumla,Balingsta,Uppsala,,59.754574,17.454670,0,0,213,,1,0,0
2087057,Viks slottspark,Balingsta,Uppsala,,59.738145,17.472502,0,0,335,,1,0,0
2087058,Västeråkers k:a,Västeråker sn,Uppsala,,59.752384,17.510222,0,0,365,,1,0,0
2087059,Rungarn,Bladåker,Uppsala,,59.980483,18.260450,0,0,751,,1,0,0
2087060,Bladåker,,Uppsala,,60.002323,18.257998,0,0,5749,,1,0,1
2087061,Norrgarn,Bladåker,Uppsala,,60.006558,18.224095,0,0,996,,1,0,0
2087062,Ola,Bladåker,Uppsala,,60.023532,18.243885,0,0,291,,1,0,0
2087063,Faringe,,Uppsala,,59.981728,18.172074,0,0,5159,,1,0,1
2087064,Borrlövsta,"Viksjön, Faringe/Tuna",Uppsala,,60.000993,18.125667,0,0,72,,1,0,0
2087065,Solvalla,Faringe,Uppsala,,59.950718,18.144549,0,0,581,,1,0,0
2087066,Bärby,Faringe,Uppsala,,59.951442,18.117330,0,0,309,,1,0,0
2087070,Tuna k:a,Tuna s:n,Uppsala,,60.019784,18.064716,0,0,692,,1,0,0
2087071,Rudsjön,Tuna s:n,Uppsala,,60.012157,18.118885,0,0,357,,1,0,0
2087072,Tuna s:n,,Uppsala,,60.018070,18.065228,0,0,5805,,1,0,1
2087084,Gräsbo,Tärnsjö-Gräsbo,Heby,,60.132975,17.122114,0,0,251,,1,0,0
2087085,Vreta,Tärnsjö-Gräsbo,Heby,,60.132282,17.154642,0,0,284,,1,0,0
2087088,Gryttby,Vendel,Tierp,,60.122939,17.575341,0,0,1043,,1,0,0
2087089,Burungsjön,Viksta,Tierp,,60.110712,17.594745,0,0,659,,1,0,0
2087090,Burunge,Vendel,Tierp,,60.113729,17.606647,0,0,418,,1,0,0
2087091,Öster-Ekeby,Vendelsjön,Tierp,,60.132300,17.605452,0,0,521,,1,0,0
2087092,Väster-Ekeby,Vendelsjön,Tierp,,60.138705,17.591852,0,0,520,,1,0,0
2087093,Husby,Vendelsjön,Tierp,,60.144291,17.576239,0,0,261,,1,0,0
2087094,Karby,Vendelsjön,Tierp,,60.153815,17.589732,0,0,392,,1,0,0
2087095,Älby,Vendel,Tierp,,60.101789,17.568334,0,0,427,,1,0,0
2087114,Salems kyrka,Bornsjön,Salem,,59.218207,17.767014,0,0,196,,1,0,0
2087115,Saltsjöbaden,,Nacka,,59.286046,18.280500,0,0,1618,,1,0,1
2087116,Nacka,,Nacka,,59.310630,18.159982,0,0,2011,,1,0,1
2087117,Jarlaberg,,Nacka,,59.315875,18.164016,0,0,914,,1,0,1
2087118,Ektorp,Nyckelviken,Nacka,,59.310492,18.202158,0,0,49,,1,0,0
2087119,Roslagsstoppet,,Vallentuna,,59.635054,18.333016,0,0,1226,,1,0,1
2087120,Brottby,,Vallentuna,,59.561026,18.238738,0,0,1500,,1,0,1
2087126,Garnsviken Sigtuna,,Sigtuna,,59.652210,17.741089,0,0,2911,,1,0,1
2087127,Arlanda stad,Märsta,Sigtuna,,59.619125,17.897683,0,0,878,,1,0,0
2087128,Trolldalstippen,,Lidingö,,59.389073,18.126817,0,0,225,,1,0,1
2087129,Långängs gård,,Lidingö,,59.358224,18.190840,0,0,225,,1,0,1
2087130,Ekholmsnäs gård,Lidingö,Lidingö,,59.363205,18.191801,0,0,148,,1,0,0
2087131,Vasastan,Norrmalm,Stockholm,,59.346057,18.048591,0,0,148,,1,0,0
2087132,Östermalm,,Stockholm,,59.340382,18.087381,0,0,2150,,1,0,1
2087134,Gåshaga,,Lidingö,,59.356548,18.230527,0,0,2442,,1,0,1
2087138,Hederviken Närtuna,,Norrtälje,,59.682633,18.154620,0,0,3338,,1,0,1
2087139,"Ytterby, Edsbro","Sottern, Knutby/Edsbro",Norrtälje,,59.893077,18.436044,0,0,127,,1,0,0
2087140,Smara,Edsbro,Norrtälje,,59.877383,18.408322,0,0,358,,1,0,0
2087141,Stjärnholm,Erken,Norrtälje,,59.825503,18.586197,0,0,396,,1,0,0
2087142,Nyckelby,Lohärad,Norrtälje,,59.804898,18.573091,0,0,178,,1,0,0
2087143,Loskälva,Lohärad,Norrtälje,,59.803235,18.594039,0,0,585,,1,0,0
2087144,Bellberget,Erken,Norrtälje,,59.839596,18.503157,0,0,428,,1,0,0
2087145,Hållsta,Lohärad,Norrtälje,,59.790025,18.557316,0,0,184,,1,0,0
2087146,Undra,Lohärad,Norrtälje,,59.792014,18.572875,0,0,399,,1,0,0
2087147,Bredsjön,Roslags-Bro,Norrtälje,,59.884731,18.774421,0,0,366,,1,0,0
2087148,Ösby,Roslags-Bro,Norrtälje,,59.855389,18.757398,0,0,267,,1,0,0
2087149,Bottenfjärden,Roslags-Bro,Norrtälje,,59.841284,18.787096,0,0,443,,1,0,0
2087150,Bredsättra,Roslags-Bro,Norrtälje,,59.871441,18.783719,0,0,433,,1,0,0
2087151,Velända,Roslags-Bro,Norrtälje,,59.869601,18.763812,0,0,260,,1,0,0
2087152,Norrsjöflyna,Roslags-Bro,Norrtälje,,59.887173,18.837079,0,0,444,,1,0,0
2087153,Södra Rörvik,Roslags-Bro,Norrtälje,,59.899970,18.905404,0,0,464,,1,0,0
2087154,Norra Rörvik,Söderby-Karl,Norrtälje,,59.905561,18.888453,0,0,415,,1,0,0
2087155,Ramviksudden,Söderby-Karl,Norrtälje,,59.911704,18.896933,0,0,414,,1,0,0
2087156,Nyby,Söderby-Karl,Norrtälje,,59.917248,18.874889,0,0,593,,1,0,0
2087157,Rådasjön,Söderby-Karl,Norrtälje,,59.905210,18.802853,0,0,328,,1,0,0
2087158,"Rösjön, Söderby-Karl/Väddö",,Norrtälje,,59.921624,18.819544,0,0,500,,1,0,1
2087159,Kassjön,Väddö sn,Norrtälje,,59.934007,18.785372,0,0,993,,1,0,0
2087160,Tegnergatan 51,Norrmalm,Stockholm,,59.337473,18.059344,0,0,225,,1,0,0
2087172,Bålsta,,Håbo,,59.569340,17.525978,0,0,2948,,1,0,1
2087173,Arnöhuvud NR,Skokloster sn,Håbo,,59.724194,17.541672,0,0,571,,1,0,0
2087174,Mora stenar,Lövstaslätten,Knivsta,,59.797903,17.782223,0,0,533,,1,0,0
2087178,Tumbaån,Tumba,Botkyrka,,59.203138,17.859649,0,0,167,,1,0,0
2087180,Hedvigsfors,,Hudiksvall,,61.961502,16.471455,0,0,260,,1,0,1
2087188,Olands allmänning,Alunda,Östhammar,,60.086700,17.964482,0,0,364,,1,0,0
2087189,"Brasta, Hallen",,Åre,,63.244207,13.987326,0,0,750,,1,0,1
2087190,Idre,,Älvdalen,,61.862150,12.737814,0,0,1106,,1,0,1
2087191,Klutsjön,,Älvdalen,,62.106912,12.847741,0,0,1045,,1,0,1
2087192,Storån,Foskros,Älvdalen,,61.987072,12.645512,0,0,262,,1,0,0
2087193,Gränjåsvallen,Idre Fjäll,Älvdalen,,61.903605,12.864576,0,0,66,,1,0,0
2087194,Hävlingen,,Älvdalen,,62.193914,12.386286,0,0,851,,1,0,1
2087195,Slagufjället,Töfsingdalen,Älvdalen,,62.227297,12.408142,0,0,17,,1,0,0
2087196,Töfsingdalen,,Älvdalen,,62.169478,12.464897,0,0,897,,1,0,1
2087197,Stor-Våndsjön,,Älvdalen,,62.258023,12.325515,0,0,390,,1,0,1
2087198,Ubblixbo,Tämnaren,Tierp,,60.208901,17.434341,0,0,798,,1,0,0
2087199,Stormossen S Lumpen,Vänge-Östfora,Uppsala,,59.941252,17.300717,0,0,276,,1,0,0
2087210,Eklundshof,Uppsala,Uppsala,,59.844497,17.648203,0,0,49,,1,0,0
2087216,Holmen,Ludgo k:a,Nyköping,,58.909198,17.159789,0,0,314,,1,0,0
2087228,Edsån,,Sollentuna,,59.486885,17.898115,0,0,875,,1,0,1
2087229,Vallentuna,,Vallentuna,,59.536277,18.077463,0,0,3000,,1,0,1
2087230,Stava,,Österåker,,59.497456,18.227715,0,0,858,,1,0,1
2087231,Storträsket,Täljö,Österåker,,59.480964,18.240058,0,0,496,,1,0,0
2087232,Täljö,,Österåker,,59.470626,18.241145,0,0,1630,,1,0,1
2087233,Västra Yttringe,,Lidingö,,59.371439,18.192385,0,0,225,,1,0,1
2087234,Yttringe,,Lidingö,,59.372519,18.208384,0,0,2126,,1,0,1
2087235,Södergarn,,Lidingö,,59.377988,18.208456,0,0,225,,1,0,1
2087236,Bosön,,Lidingö,,59.381200,18.178057,0,0,2622,,1,0,1
2087237,Rudboda,,Lidingö,,59.372753,18.188917,0,0,3118,,1,0,1
2087238,Hersby,,Lidingö,,59.368162,18.146813,0,0,3614,,1,0,1
2087239,Lidingö kyrka,,Lidingö,,59.366368,18.159569,0,0,4110,,1,0,1
2087240,Golfkärret,,Lidingö,,59.383913,18.131668,0,0,225,,1,0,1
2087241,Torsvik,,Lidingö,,59.365530,18.119082,0,0,4606,,1,0,1
2087242,Herserud,,Lidingö,,59.361662,18.125559,0,0,5102,,1,0,1
2087243,Larsberg,,Lidingö,,59.348219,18.143310,0,0,5598,,1,0,1
2087244,Baggeby,,Lidingö,,59.355179,18.130006,0,0,225,,1,0,1
2087248,Hustegaholm,Gråviken,Lidingö,,59.366162,18.188333,0,0,124,,1,0,0
2087250,Kyrkviken,Lidingö,Lidingö,,59.365448,18.176341,0,0,271,,1,0,0
2087252,Kappsta,,Lidingö,,59.340579,18.167870,0,0,225,,1,0,1
2087253,Kottla gård,,Lidingö,,59.345462,18.183509,0,0,6094,,1,0,1
2087254,Stockbysjön,,Lidingö,,59.353709,18.175874,0,0,6590,,1,0,1
2087255,Brakmaren,,Tyresö,,59.206703,18.312732,0,0,500,,1,0,1
2087256,Stormyra,,Tyresö,,59.202149,18.328479,0,0,225,,1,0,1
2087257,Hammarberget,,Tyresö,,59.208924,18.326925,0,0,500,,1,0,1
2087259,Gammelmyra,,Tyresö,,59.198272,18.327051,0,0,400,,1,0,1
2087260,Brista,,Sigtuna,,59.616389,17.877346,0,0,1650,,1,0,1
2087261,Säbyholm,,Upplands-Bro,,59.502617,17.578296,0,0,596,,1,0,1
2087262,Bro kyrka,,Upplands-Bro,,59.505863,17.626446,0,0,225,,1,0,1
2087263,Bro centrum,,Upplands-Bro,,59.512185,17.643685,0,0,225,,1,0,1
2087264,Högsta,Åvavägen,Haninge,,59.146722,18.212794,0,0,988,,1,0,0
2087265,Germaniaviken,Djursholm,Danderyd,,59.398294,18.099589,0,0,247,,1,0,0
2087266,Högberga,,Lidingö,,59.344779,18.196194,0,0,626,,1,0,1
2087267,Bromma,,Stockholm,,59.340057,17.939599,0,0,4044,,1,0,1
2087268,Morarna,Gålö,Haninge,,59.084398,18.274491,0,0,336,,1,0,0
2087270,Pukeby,Tärnanområdet,Vallentuna,,59.551212,18.362094,0,0,150,,1,0,0
2087271,Bromsebyön,Tärnanområdet,Vallentuna,,59.566023,18.364367,0,0,360,,1,0,0
2087272,Rosersberg,,Sigtuna,,59.583150,17.888314,0,0,4015,,1,0,1
2087273,Kyrkfjärden,Östra Ryd,Österåker,,59.436772,18.192223,0,0,344,,1,0,0
2087274,Rosenlund,Östra Södertälje,Södertälje,,59.199799,17.649721,0,0,463,,1,0,0
2087275,Östra Södertälje,,Södertälje,,59.193267,17.648985,0,0,3000,,1,0,1
2087276,S:t Görans sjukhus,Kungsholmen,Stockholm,,59.334422,18.019540,0,0,205,,1,0,0
2087277,Sticklinge,,Lidingö,,59.384659,18.113980,0,0,1158,,1,0,1
2087285,Evolutionsbiologiskt centrum,Uppsala,Uppsala,,59.850426,17.628557,0,0,51,,1,0,0
2087290,Hägra,Dvärsätt,Krokom,,63.311665,14.459283,0,0,750,,1,0,0
2087292,"Trollsåsen, Näskott",,Krokom,,63.320963,14.323700,0,0,750,,1,0,1
2087307,Finneby,,Ljusdal,,62.041753,15.460815,0,0,1983,,1,0,1
2087321,Hökhuvuds k:a,Hökhuvud,Östhammar,,60.216041,18.207602,0,0,533,,1,0,0
2087322,Hökhuvud,,Östhammar,,60.216943,18.204961,0,0,5421,,1,0,1
2087323,Väddika,Hökhuvud,Östhammar,,60.214542,18.229323,0,0,687,,1,0,0
2087324,Uppskedika,Hökhuvud,Östhammar,,60.234559,18.283115,0,0,164,,1,0,0
2087326,Börstil k:a,Börstil,Östhammar,,60.244030,18.344272,0,0,594,,1,0,0
2087327,Löhammar,Harg,Östhammar,,60.203009,18.354468,0,0,903,,1,0,0
2087328,Alvsjön,Harg,Östhammar,,60.193361,18.386358,0,0,242,,1,0,0
2087329,Marka,Harg,Östhammar,,60.219321,18.359849,0,0,602,,1,0,0
2087331,Rörskären,Grönskärs skärgård,Värmdö,,59.277823,19.069823,0,0,408,,1,0,0
2087332,Stora Hästskär,Hästskären,Värmdö,,59.259255,18.887016,0,0,332,,1,0,0
2087333,Hästskären,,Värmdö,,59.256931,18.882039,0,0,1427,,1,0,1
2087334,Korsö,,Värmdö,,59.286055,18.951524,0,0,1099,,1,0,1
2087337,Söderport,Visby innerstad,Gotland,,57.634807,18.291882,0,0,10,,1,0,0
2087340,Torslunden,Visby,Gotland,,57.645135,18.310917,0,0,81,,1,0,0
2087345,Fyrisborg,Uppsala,Uppsala,,59.850769,17.692894,0,0,238,,1,0,0
2087349,Kungshamn-Morga NR,,Knivsta,,59.769010,17.635977,0,0,3997,,1,0,1
2087350,Fredrikslunds herrgård,Kungshamn-Morga NR,Knivsta,,59.762890,17.641466,0,0,253,,1,0,0
2087351,Morga hage,Kungshamn-Morga NR,Knivsta,,59.754013,17.638789,0,0,84,,1,0,0
2087352,Flässjan,Kungshamn-Morga NR,Knivsta,,59.745179,17.625260,0,0,517,,1,0,0
2087353,Morgastugan,Kungshamn-Morga NR,Knivsta,,59.748745,17.636076,0,0,35,,1,0,0
2087354,Djupviken,Kungshamn-Morga NR,Knivsta,,59.773207,17.645895,0,0,317,,1,0,0
2087355,Sjugranarudd,Kungshamn-Morga NR,Knivsta,,59.765911,17.630255,0,0,76,,1,0,0
2087356,Grönvreten,Kungshamn-Morga NR,Knivsta,,59.767892,17.654806,0,0,451,,1,0,0
2087357,Lövhagen,Kungshamn-Morga NR,Knivsta,,59.758316,17.658381,0,0,418,,1,0,0
2087358,Krusenberg,,Knivsta,,59.741060,17.651329,0,0,2317,,1,0,1
2087359,Krusenbergs herrgård,Krusenberg,Knivsta,,59.735646,17.648329,0,0,92,,1,0,0
2087360,Ekshagarna,Krusenberg,Knivsta,,59.739869,17.641646,0,0,133,,1,0,0
2087361,Skallan,Krusenberg,Knivsta,,59.741793,17.634414,0,0,186,,1,0,0
2087362,Kistagången vid E4:an,Södra Järvafältet,Stockholm,,59.405239,17.957376,0,0,215,,1,0,0
2087373,Fjätervålen,Idre,Älvdalen,,61.939164,12.979973,0,0,122,,1,0,0
2087403,Lännåker,Lännåkersviken,Haninge,,59.120425,18.225973,0,0,965,,1,0,0
2087404,Nynäshamns hamn,Nynäshamn,Nynäshamn,,58.908503,17.957691,0,0,410,,1,0,0
2087429,Skokloster slott,Skokloster sn,Håbo,,59.703322,17.622727,0,0,419,,1,0,0
2087430,Norra Skohalvön,,Håbo,,59.728790,17.604051,0,0,3314,,1,0,1
2087431,Norsholmen,Norra Skohalvön,Håbo,,59.732073,17.605434,0,0,269,,1,0,0
2087432,Stavsund,Norra Skohalvön,Håbo,,59.723795,17.647530,0,0,832,,1,0,0
2087448,"Kallskärs skärgård, Blidö sn",,Norrtälje,,59.502836,19.174513,0,0,2992,,1,0,1
2087449,Norrsjön,Lagga,Knivsta,,59.814750,17.909038,0,0,66,,1,0,0
2087450,Edasjön,Lagga,Knivsta,,59.803524,17.900585,0,0,1176,,1,0,0
2087451,"Norrsjön, (SV Länna)",Almunge,Uppsala,,59.857031,17.989644,0,0,849,,1,0,0
2087454,Prästbyn,Morkarla,Östhammar,,60.144211,17.941800,0,0,338,,1,0,0
2087455,Örnäs,,Upplands-Bro,,59.504628,17.720266,0,0,225,,1,0,1
2087457,Södermalms allé,Södermalm,Stockholm,,59.312615,18.060422,0,0,50,,1,0,0
2087465,"Stora Väsby, Almunge",,Uppsala,,59.920976,18.096238,0,0,350,,1,0,1
2087466,Luthagen,Uppsala,Uppsala,,59.864117,17.618864,0,0,377,,1,0,0
2087467,Parkdammarna,Harg,Östhammar,,60.184233,18.398539,0,0,138,,1,0,0
2087468,Storbolsäng,Rasbo,Uppsala,,59.931271,17.978460,0,0,421,,1,0,0
2087469,Rasbo,,Uppsala,,59.951051,17.879708,0,0,5524,,1,0,1
2087470,Gåvsta,Rasbo,Uppsala,,59.943421,17.875809,0,0,104,,1,0,0
2087471,Lejsta,Rasbo,Uppsala,,59.952706,17.899031,0,0,304,,1,0,0
2087472,Rickomberga,Uppsala,Uppsala,,59.855664,17.602883,0,0,127,,1,0,0
2087473,Librobäck,Uppsala,Uppsala,,59.875129,17.599551,0,0,269,,1,0,0
2087474,Husbyborg,Uppsala,Uppsala,,59.872180,17.591861,0,0,269,,1,0,0
2087475,Tunabackar,Uppsala,Uppsala,,59.877974,17.618658,0,0,242,,1,0,0
2087476,Bärbyhage,Uppsala,Uppsala,,59.882662,17.615271,0,0,219,,1,0,0
2087477,Kvarngärdet,Uppsala,Uppsala,,59.867594,17.649892,0,0,342,,1,0,0
2087478,Fyrislund,Uppsala,Uppsala,,59.852258,17.702435,0,0,224,,1,0,0
2087479,Gnistarondellen (E4:an),Uppsala,Uppsala,,59.844822,17.701285,0,0,234,,1,0,0
2087480,Centralstationen,Uppsala,Uppsala,,59.858660,17.646739,0,0,211,,1,0,0
2087481,Boländerna,Uppsala,Uppsala,,59.851076,17.682726,0,0,317,,1,0,0
2087482,Gåningsmyran,Alunda,Östhammar,,60.105031,18.026098,0,0,593,,1,0,0
2087483,Kilbyslätten,Alunda,Östhammar,,60.110528,18.101080,0,0,186,,1,0,0
2087484,Kilby,Alunda,Östhammar,,60.114503,18.075900,0,0,376,,1,0,0
2087485,Fjällnora,,Uppsala,,59.833588,17.914599,0,0,1358,,1,0,1
2087486,"Tullgatan, Enköping",,Enköping,,59.640480,17.073847,0,0,350,,1,0,1
2087487,Träsksjön,Bogesundslandet,Vaxholm,,59.402821,18.202006,0,0,716,,1,0,0
2087542,Fosksjöarna,Långfjället,Älvdalen,,62.123453,12.395179,0,0,992,,1,0,0
2087543,Långfjället,,Älvdalen,,62.147448,12.321787,0,0,5977,,1,0,1
2087555,Härjeån,,Älvdalen,,61.794768,12.348008,0,0,500,,1,0,1
2087576,Backsjön Sörväna Delsbo,,Hudiksvall,,61.813240,16.482954,0,0,260,,1,0,1
2087578,Söderängsviken,Väddö sn,Norrtälje,,59.923673,18.898227,0,0,147,,1,0,0
2087592,Vålåsen skog/myrmosaik V Forssjöarna,Vålådalens naturreservat,Åre,,63.125406,12.987923,0,0,842,,1,0,0
2087595,Grind,Norrtälje,Norrtälje,,59.767879,18.724834,0,0,303,,1,0,0
2087596,Kalmarnäs,Kalmar sn,Håbo,,59.549228,17.462261,0,0,425,,1,0,0
2087599,Ekolsundsviken Inre delen,,Enköping,,59.636466,17.392462,0,0,1640,,1,0,1
2087600,Ekolsundsviken Yttre delen,,Enköping,,59.591177,17.381646,0,0,4032,,1,0,1
2087601,"Fånö, Löt",,Enköping,,59.575313,17.375861,0,0,3090,,1,0,1
2087602,Fånö slott,"Fånö, Löt",Enköping,,59.574126,17.383506,0,0,154,,1,0,0
2087603,Fånö bokskog,"Fånö, Löt",Enköping,,59.570768,17.378062,0,0,323,,1,0,0
2087604,Stallviken,"Fånö, Löt",Enköping,,59.576478,17.380487,0,0,154,,1,0,0
2087605,Skärsudden,"Fånö, Löt",Enköping,,59.564425,17.388096,0,0,127,,1,0,0
2087606,Veckholms skjutfält,,Enköping,,59.509140,17.416258,0,0,1237,,1,0,1
2087607,Portugals udd,Veckholms skjutfält,Enköping,,59.501696,17.425762,0,0,265,,1,0,0
2087608,Nyboviken,Veckholms skjutfält,Enköping,,59.500958,17.416348,0,0,265,,1,0,0
2087609,Hacksta k:a,Hacksta sn,Enköping,,59.547602,17.375529,0,0,222,,1,0,0
2087610,Hacksta sn,,Enköping,,59.546100,17.375798,0,0,6343,,1,0,1
2087611,Hacksta udd,Hacksta sn,Enköping,,59.515931,17.429571,0,0,1880,,1,0,0
2087627,Kungsgärdet,Uppsala,Uppsala,,59.849691,17.614813,0,0,191,,1,0,0
2087631,Ekeby,Börje sn,Uppsala,,59.901493,17.526607,0,0,366,,1,0,0
2087632,Klinta,Börje sn,Uppsala,,59.907826,17.499945,0,0,441,,1,0,0
2087633,Altuna,Börje sn,Uppsala,,59.914136,17.483731,0,0,398,,1,0,0
2087634,Ängeby,Vänge-Jumkil,Uppsala,,59.922610,17.465432,0,0,625,,1,0,0
2087635,Nordhem,Börje sn,Uppsala,,59.892978,17.496280,0,0,424,,1,0,0
2087636,Bösslinge,Börje sn,Uppsala,,59.874746,17.522547,0,0,165,,1,0,0
2087795,Storträsket,Vätö,Norrtälje,,59.799683,18.954111,0,0,283,,1,0,0
2087796,Björkbacksvägen,Bollmora,Tyresö,,59.244264,18.220367,0,0,183,,1,0,0
2087797,"Länsmansgd viltvtn, Nysättra",Vätö,Norrtälje,,59.818562,18.886441,0,0,379,,1,0,0
2087798,Finnalafjärden,Björkö-Arholma,Norrtälje,,59.888949,19.028986,0,0,459,,1,0,0
2087799,Loppholmen,Björkö-Arholma,Norrtälje,,59.905565,19.020865,0,0,447,,1,0,0
2087800,Backa,Väddö sn,Norrtälje,,59.895771,18.940951,0,0,453,,1,0,0
2087801,Arsläjan,Björkö-Arholma,Norrtälje,,59.895852,19.043368,0,0,559,,1,0,0
2087802,Kullbo-Insjön,Björkö-Arholma,Norrtälje,,59.858998,19.055711,0,0,595,,1,0,0
2087803,Sidfjärden,Väddö sn,Norrtälje,,59.936946,18.888849,0,0,304,,1,0,0
2087804,Södra Klubbarna,Landsort,Nynäshamn,,58.773175,17.844521,0,0,235,,1,0,0
2087805,Stora Käringholmen,Landsort,Nynäshamn,,58.770567,17.857726,0,0,63,,1,0,0
2087806,Hanstavik,,Värmdö,,59.268428,18.394389,0,0,225,,1,0,1
2087807,Ägnö,Tyresö skärgård,Tyresö,,59.235162,18.406597,0,0,1000,,1,0,0
2087813,Ränka,Ununge,Norrtälje,,59.919391,18.579217,0,0,656,,1,0,0
2087824,St Korpmaren,Tyresö skärgård,Tyresö,,59.219384,18.423791,0,0,230,,1,0,0
2087825,L:a Korpmaren,Tyresö skärgård,Tyresö,,59.221558,18.430878,0,0,229,,1,0,0
2087849,Norrvåga,Järvsö,Ljusdal,,61.734224,16.172532,0,0,2078,,1,0,0
2087856,Hjulstabron,Enköpings-Näs,Enköping,,59.529472,17.006716,0,0,290,,1,0,0
2087857,Enköpings-Näs k:a,Enköpings-Näs,Enköping,,59.560220,17.015502,0,0,964,,1,0,0
2087859,Enköpings-Näs,,Enköping,,59.562127,17.015870,0,0,5240,,1,0,1
2087860,Svinnegarnsviken,,Enköping,,59.574917,17.061064,0,0,4252,,1,0,1
2087861,"Arnö, Mälaren",,Enköping,,59.493343,17.192452,0,0,1394,,1,0,1
2087862,Arnö k:a,"Arnö, Mälaren",Enköping,,59.498596,17.180666,0,0,522,,1,0,0
2087863,Bryggholmen NR,Vallby sn,Enköping,,59.530639,17.139676,0,0,535,,1,0,0
2087864,Eka herrgård,Lillkyrka s:n,Enköping,,59.541127,17.199701,0,0,395,,1,0,0
2087866,Lillkyrka s:n,,Enköping,,59.560826,17.245030,0,0,4264,,1,0,1
2087868,Torsvi k:a,Torsvi sn,Enköping,,59.489093,17.323965,0,0,29,,1,0,0
2087869,Hässlinge sjö,Lillkyrka s:n,Enköping,,59.551208,17.236919,0,0,403,,1,0,0
2087871,Enköping,,Enköping,,59.637665,17.078339,0,0,5140,,1,0,1
2087872,Enköpings k:a,Enköping,Enköping,,59.638836,17.080791,0,0,216,,1,0,0
2087873,Fanna golfbana,Enköping,Enköping,,59.636421,17.126992,0,0,381,,1,0,0
2087890,Åvaån,Åva,Tyresö,,59.169022,18.349985,0,0,187,,1,0,0
2087900,Björkskär,,Haninge,,58.985581,18.469686,0,0,225,,1,0,1
2087904,Fiskarudden,Övergran,Håbo,,59.567178,17.422978,0,0,175,,1,0,0
2087922,Boda Järvsö,,Ljusdal,,61.767227,16.106901,0,0,260,,1,0,1
2087954,Gartarve,Tingstäde socken,Gotland,,57.748798,18.612706,0,0,36,,1,0,0
2087963,"Rödösundet, Storsjön",,Krokom,,63.222061,14.469506,0,0,400,,1,0,1
2087966,Norra Aspen,Botkyrka k:a,Botkyrka,,59.221761,17.808256,0,0,1458,,1,0,0
2087968,Nordsjö  Järvsö,,Ljusdal,,61.717361,16.301862,0,0,260,,1,0,1
2087994,Åkerlänna,Åkerlänna-Marstalla,Uppsala,,60.024228,17.369016,0,0,701,,1,0,0
2088001,"Kogrundet, viltvatten",Hargsviken,Östhammar,,60.186189,18.435927,0,0,282,,1,0,0
2088023,Stora Karbol,Bladåker,Uppsala,,60.008363,18.392754,0,0,166,,1,0,0
